"CODIGOCONTRATO","NOMBRE_TIPOREGISTRO","CODIGO_ESPECIALIDAD","NOMBRE_ESPECIALIDAD","CODIGO_CATEGORIA","NOMBRE_CATEGORIA"
189283,"Consultor","4.4.","Obras Portuarias","2da","Segunda"
188574,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
188574,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era A","Tercera A"
188569,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
188569,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
188583,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
188583,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
192751,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3","Tercera"
185434,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
185434,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
192716,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","B","B"
192751,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3","Tercera"
182598,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
182598,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","B","B"
182602,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
182602,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","B","B"
191840,"Sin Registro","0","Sin Especialidad","no existe","no existe"
192921,"Sin Registro","G.G.","Gastos Generales","no existe","no existe"
188140,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
182483,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
182229,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","2da","Segunda"
182229,"Contratista O. Mayores","8 O.C.","Sondajes y Prospecciones","3era A","Tercera A"
191958,"Contratista O. Menores","14 O.M.","Montaje de Equipos Eléctricos","B","B"
191586,"Contratista O. Menores","11 O.M.","Obras Bajo Agua","A","A"
193397,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
191958,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","A a S","A Superior"
187889,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
187889,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
184697,"Contratista O. Mayores","3 O.C.","Pavimentos","1era","Primera"
182666,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
184697,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","1era","Primera"
184697,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","1era","Primera"
187893,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
187893,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
182759,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
182759,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A","A"
187694,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
189422,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
191399,"Consultor","4.8.","Obras Sanitarias","3era","Tercera"
192343,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","B","B"
189363,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
189363,"Contratista O. Menores","3 O.M.","Bases y Sub-Bases","A a S","A Superior"
189679,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
189679,"Contratista O. Menores","3 O.M.","Bases y Sub-Bases","A","A"
194083,"Otro Registro","0","Sin Especialidad","no existe","no existe"
193178,"Contratista O. Mayores","6 O.C.","Obras de Arquitectura","2da","Segunda"
193789,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
194264,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
194264,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era A","Tercera A"
194264,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era A","Tercera A"
188532,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
188532,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
193475,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
193475,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
192612,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
192612,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
193679,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","B","B"
191368,"Consultor","3.7.","Estudios Hidrologicos, Hidrogeologicos y Meteorologicos","3era","Tercera"
191368,"Consultor","4.8.","Obras Sanitarias","3era","Tercera"
182056,"Consultor","4.4.","Obras Portuarias","2da","Segunda"
194535,"Consultor","3.7.","Estudios Hidrologicos, Hidrogeologicos y Meteorologicos","3era","Tercera"
187967,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
194599,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
194599,"Contratista O. Menores","3 O.M.","Bases y Sub-Bases","A a S","A Superior"
189610,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
190750,"Contratista O. Menores","5 O.M.","Pavimentos","A a S","A Superior"
191463,"Consultor","4.8.","Obras Sanitarias","3era","Tercera"
190750,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
191411,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era A","Tercera A"
192126,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
192126,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
193776,"Consultor","3.7.","Estudios Hidrologicos, Hidrogeologicos y Meteorologicos","3era","Tercera"
193776,"Consultor","4.8.","Obras Sanitarias","3era","Tercera"
193464,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
193464,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
193561,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
189667,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
193472,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
181441,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A","A"
191084,"Consultor","6.1.","Obras de Arquitectura","3era","Tercera"
193472,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
193332,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
193331,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
193331,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
193333,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
193333,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
182336,"Consultor","4.4.","Obras Portuarias","1era","Primera"
193849,"Contratista O. Menores","18 O.M.","Seguridad Vial","A a S","A Superior"
188300,"Contratista O. Mayores","17 O.C.","Señalización Vertical de Seguridad Vial","3","Tercera"
188300,"Contratista O. Mayores","18 O.C.","Señalización Horizontal de Seguridad Vial","2da","Segunda"
204093,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
204093,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
200626,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
201290,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
204093,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
204584,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
204584,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
203821,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
204750,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
102609,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
102609,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
185591,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","1era","Primera"
185591,"Contratista O. Mayores","3 O.C.","Pavimentos","1era","Primera"
206492,"Consultor","3.3.","Geomensura y Topografia","1era","Primera"
197954,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
200626,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","A","A"
203759,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
203759,"Contratista O. Menores","3 O.M.","Bases y Sub-Bases","A a S","A Superior"
202161,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
202161,"Contratista O. Mayores","17 O.C.","Señalización Vertical de Seguridad Vial","2da","Segunda"
206678,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A","A"
206717,"Contratista O. Menores","13 O.M.","Instalaciones Eléctricas","A","A"
204902,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
204902,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
204773,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
204775,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
204638,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
204638,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
201025,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
201025,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","1era","Primera"
201025,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
201025,"Contratista O. Mayores","10 O.C.","Fundaciones","3era A","Tercera A"
172873,"Contratista O. Mayores","17 O.C.","Señalización Vertical de Seguridad Vial","3era A","Tercera A"
172873,"Contratista O. Mayores","18 O.C.","Señalización Horizontal de Seguridad Vial","3era A","Tercera A"
172873,"Contratista O. Mayores","19 O.C.","Barreras de Seguridad y Elementos de Contención de Seguridad Vial","3era A","Tercera A"
174943,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
171923,"Contratista O. Menores","11 O.M.","Obras Bajo Agua","A a S","A Superior"
172463,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
172463,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
172303,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
176944,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
176944,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
172303,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
171663,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
172599,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
172599,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","A a S","A Superior"
171673,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
174791,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
172080,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
172415,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
172415,"Contratista O. Menores","3 O.M.","Bases y Sub-Bases","A a S","A Superior"
177065,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
177065,"Contratista O. Mayores","3 O.C.","Pavimentos","3","Tercera"
172609,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
172609,"Contratista O. Menores","6 O.M.","Pilotaje y Tablestacado","A a S","A Superior"
172609,"Contratista O. Menores","15 O.M.","Estructuras de Maderas","A a S","A Superior"
173011,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
173011,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
179014,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
172336,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
172600,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
172600,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
178851,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
178851,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era A","Tercera A"
172935,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
172604,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
172604,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A","A"
180538,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
190754,"Consultor","9.1.","Estudios de Impacto Ambiental (E.I.A.)","3era","Tercera"
204668,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
204668,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
199753,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
190754,"Consultor","4.3.","Obras Hidraulicas y de Riego","1era","Primera"
205928,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
205928,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
199753,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
200396,"Contratista O. Menores","17 O.M.","Estructuras Metálicas y de Calderería","B","B"
200544,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
200544,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
203296,"Contratista O. Mayores","18 O.C.","Señalización Horizontal de Seguridad Vial","2da","Segunda"
203260,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
205844,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
203297,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
203260,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","B","B"
202307,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
204294,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
204294,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","A","A"
206685,"Consultor","4.8.","Obras Sanitarias","3era","Tercera"
206692,"Consultor","4.8.","Obras Sanitarias","3era","Tercera"
206312,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
206312,"Contratista O. Mayores","13 O.C.","Obras de Defensas Fluviales","3era B","Tercera B"
203585,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
207048,"Otro Registro","0","Sin Especialidad","no existe","no existe"
206587,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
206587,"Contratista O. Mayores","3 O.C.","Pavimentos","1era","Primera"
204588,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
206813,"Consultor","4.8.","Obras Sanitarias","3era","Tercera"
182129,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
182129,"Contratista O. Mayores","4 O.C.","Obras de Hinca de Pilotaje y Tablestacas Marítimas","3era A","Tercera A"
206181,"Contratista O. Menores","19 O.M.","Conservación Habitual de caminos y obras de regadío","B","B"
207866,"Sin Registro","0","Sin Especialidad","no existe","no existe"
208099,"Contratista O. Mayores","15 O.C.","Puentes y Cruces Desnivelados","3era A","Tercera A"
206468,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
207114,"Contratista O. Mayores","3 O.C.","Pavimentos","1era","Primera"
206828,"Contratista O. Menores","18 O.M.","Seguridad Vial","A a S","A Superior"
204581,"Sin Registro","0","Sin Especialidad","no existe","no existe"
206148,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
206148,"Contratista O. Mayores","19 O.C.","Barreras de Seguridad y Elementos de Contención de Seguridad Vial","1era","Primera"
209175,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
207868,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
185406,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era A","Tercera A"
185406,"Contratista O. Mayores","4 O.C.","Obras de Hinca de Pilotaje y Tablestacas Marítimas","3era A","Tercera A"
198772,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","A","A"
203838,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
203838,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
205704,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
205704,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
199507,"Contratista O. Mayores","9 O.C.","Dragados","3","Tercera"
207092,"Contratista O. Menores","18 O.M.","Seguridad Vial","A a S","A Superior"
201985,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
201985,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
203543,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
208330,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
208330,"Contratista O. Mayores","17 O.C.","Señalización Vertical de Seguridad Vial","3","Tercera"
201376,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1era","Primera"
201376,"Consultor","4.10.","Seguridad Vial (Ingenieria Civil)","1era","Primera"
207114,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
208778,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
208778,"Contratista O. Mayores","17 O.C.","Señalización Vertical de Seguridad Vial","3era B","Tercera B"
209614,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
208976,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
201010,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","1a S","Primera Superior"
201010,"Consultor","1.3.","De Sistemas de Transporte","1a S","Primera Superior"
201010,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1a S","Primera Superior"
200016,"Consultor","4.2.","Aeropuertos","2da","Segunda"
206811,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
206738,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era A","Tercera A"
206811,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
208948,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
208948,"Contratista O. Menores","17 O.M.","Estructuras Metálicas y de Calderería","A a S","A Superior"
206055,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","A a S","A Superior"
207417,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
207417,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","A","A"
207431,"Contratista O. Mayores","13 O.C.","Obras de Defensas Fluviales","3era B","Tercera B"
209193,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
207431,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
206437,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
207803,"Contratista O. Mayores","13 O.C.","Obras de Defensas Fluviales","3era B","Tercera B"
209119,"Contratista O. Mayores","13 O.C.","Obras de Defensas Fluviales","3era B","Tercera B"
204699,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
204699,"Contratista O. Menores","3 O.M.","Bases y Sub-Bases","A a S","A Superior"
207816,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","A","A"
209716,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
209716,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
208996,"Contratista O. Mayores","4 O.C.","Obras de Hinca de Pilotaje y Tablestacas Marítimas","3era B","Tercera B"
206748,"Sin Registro","0","Sin Especialidad","no existe","no existe"
209337,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
209904,"Contratista O. Mayores","17 O.C.","Señalización Vertical de Seguridad Vial","2da","Segunda"
206047,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
206047,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","2da","Segunda"
206047,"Contratista O. Mayores","13 O.C.","Obras de Defensas Fluviales","2da","Segunda"
210102,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
209338,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","B","B"
208708,"Sin Registro","0","Sin Especialidad","no existe","no existe"
209338,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
209196,"Contratista O. Menores","17 O.M.","Estructuras Metálicas y de Calderería","A","A"
201363,"Contratista O. Menores","18 O.M.","Seguridad Vial","A a S","A Superior"
209135,"Contratista O. Menores","18 O.M.","Seguridad Vial","A a S","A Superior"
200013,"Sin Registro","0","Sin Especialidad","no existe","no existe"
200268,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","1era","Primera"
200268,"Consultor","1.3.","De Sistemas de Transporte","1era","Primera"
200268,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1era","Primera"
204126,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
204126,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
203400,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
203400,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","A","A"
201513,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
201620,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","1a S","Primera Superior"
201620,"Consultor","1.3.","De Sistemas de Transporte","1a S","Primera Superior"
201620,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1a S","Primera Superior"
201513,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
204937,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","B","B"
196286,"Consultor","4.1.","Estructuras","1a S","Primera Superior"
196286,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1a S","Primera Superior"
201833,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","B","B"
186348,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1era","Primera"
205418,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","B","B"
201015,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
201018,"Contratista O. Menores","3 O.M.","Bases y Sub-Bases","A a S","A Superior"
186348,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","1era","Primera"
186348,"Consultor","1.3.","De Sistemas de Transporte","1era","Primera"
203567,"Contratista O. Menores","5 O.M.","Pavimentos","A a S","A Superior"
198359,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","B","B"
200551,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","A","A"
105321,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
117065,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
208122,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
208531,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
205986,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","B","B"
206466,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
206466,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
204292,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
204292,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","A","A"
198574,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
198574,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
198572,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
198572,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
205622,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","2da","Segunda"
205622,"Consultor","1.2.","Urbana y Regional","2da","Segunda"
205622,"Consultor","4.4.","Obras Portuarias","2da","Segunda"
200552,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
206385,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
206385,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","B","B"
203619,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
204903,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
206974,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","2da","Segunda"
204903,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
204903,"Contratista O. Menores","3 O.M.","Bases y Sub-Bases","A a S","A Superior"
206375,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A","A"
206375,"Contratista O. Menores","16 O.M.","Montaje de Equipos Mecánicos","A","A"
206375,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","A","A"
203684,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","2da","Segunda"
203684,"Contratista O. Mayores","10 O.C.","Fundaciones","2da","Segunda"
203684,"Contratista O. Mayores","15 O.C.","Puentes y Cruces Desnivelados","2da","Segunda"
199533,"Contratista O. Mayores","6 O.C.","Obras de Arquitectura","3era B","Tercera B"
204945,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
204945,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
204786,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
204803,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
204801,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
204046,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
204046,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
206498,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
