ID;RUT;Razon Social;Fecha de actuacion (1era firma);Fecha de registro (ultima firma);Fecha de aprobacion x SII;Anio;Mes;Comuna Tributaria;Region Tributaria;Codigo de sociedad;Tipo de actuacion;Capital;Comuna Social;Region Social
9406;76286944-6;Asesorías y Proyectos Instala Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;ÑUÑOA;13;SRL;CONSTITUCIÓN;1000000;ÑUÑOA;13
8731;76286917-9;Exportadora de Productos Agrovinicola Chileno Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;LA CISTERNA;13;SRL;CONSTITUCIÓN;10000000;LA CISTERNA;13
8377;76286915-2;Uribe y Vergara Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;ÑUÑOA;13;SRL;CONSTITUCIÓN;1000000;ÑUÑOA;13
5219;76286952-7;SOCIEDAD RAMOS FALCON Y CIA LTDA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;ARICA;15;SRL;CONSTITUCIÓN;500000;ARICA;15
9859;76286902-0;Turismo fotográfico y Video Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;ÑUÑOA;13;SRL;CONSTITUCIÓN;2000000;ÑUÑOA;13
9638;76286848-2;BADILLO Y COMPAÑIA LIMITADA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;SANTIAGO;13;SRL;CONSTITUCIÓN;1000000;SANTIAGO;13
308;76286849-0;Servicios Informáticos APP Vision Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;SANTIAGO;13;SRL;CONSTITUCIÓN;500000;SANTIAGO;13
2978;76286882-2;SERCOMAVI LTDA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;SANTIAGO;13;SRL;CONSTITUCIÓN;1000000;SANTIAGO;13
6243;76286855-5;Consultora TuApp Ltda;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;LAS CONDES;13;SRL;CONSTITUCIÓN;300000;LAS CONDES;13
7171;76286929-2;Alba Santander y Compañía Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;ARICA;15;SRL;CONSTITUCIÓN;1357035;ARICA;15
4673;76286877-6;Caffu Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;LAS CONDES;13;SRL;CONSTITUCIÓN;200000;LAS CONDES;13
9100;76286918-7;Franca Administración de Edificios y Condominios Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;ÑUÑOA;13;SRL;CONSTITUCIÓN;500000;ÑUÑOA;13
5183;76286933-0;KR&FP Ingenieros Consultores Ltda.;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;SANTIAGO;13;SRL;CONSTITUCIÓN;1000000;SANTIAGO;13
7838;76286844-K;Fotográfica S.O.S foto Ltda.;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;SANTIAGO;13;SRL;CONSTITUCIÓN;4372000;SANTIAGO;13
8436;76286871-7;Servicios Agrícolas y de Construcción Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;TALCA;7;SRL;CONSTITUCIÓN;1000000;TALCA;7
7209;76286939-K;Top Ten Chile Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;LA CISTERNA;13;SRL;CONSTITUCIÓN;500000;LA CISTERNA;13
8169;76286903-9;siade sgorbini limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;ÑUÑOA;13;SRL;CONSTITUCIÓN;5000000;ÑUÑOA;13
8078;76286886-5;Importadora , Exportadora y Comercializadora SACOT Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;SANTIAGO;13;SRL;CONSTITUCIÓN;1000000;SANTIAGO;13
6608;76286922-5;Sociedad de Inversiones Antu Kuyen ltda;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;ÑUÑOA;13;SRL;CONSTITUCIÓN;1000000;ÑUÑOA;13
3676;76286883-0;Martínez y Peña Consultores Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;ÑUÑOA;13;SRL;CONSTITUCIÓN;1000000;ÑUÑOA;13
6092;76286947-0;Sociedad Comercial, Producciones y Consultorías B & E Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;IQUIQUE;1;SRL;CONSTITUCIÓN;3000000;IQUIQUE;1
6369;76286898-9;Sociedad Química Vartos Ltda;16-05-2013;16-05-2013;17-05-2013;2013;Mayo;LA GRANJA;13;SRL;CONSTITUCIÓN;2000000;LA GRANJA;13
4382;76286905-5;OYARCE STUARDO SALINAS LTDA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;QUILLOTA;5;SRL;CONSTITUCIÓN;300000;QUILLOTA;5
6424;76286936-5;SERVICIOS ORTEGA Y OLIVARES LIMITADA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;LOS ANDES;5;SRL;CONSTITUCIÓN;5000000;LOS ANDES;5
6457;76286847-4;VALEMONS COMERCIAL LIMITADA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;EL CARMEN;8;SRL;CONSTITUCIÓN;2000000;EL CARMEN;8
4375;76286876-8;Gestion de Negocios y Asesorias Tributarias en General Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;LOS ANDES;5;SRL;CONSTITUCIÓN;1000000;LOS ANDES;5
9784;76286889-K;Importadora, Ventas y Servicios Importall Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;LO BARNECHEA;13;SRL;CONSTITUCIÓN;1000000;LO BARNECHEA;13
9768;76286894-6;ef Works Producciones Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;MAIPU;13;SRL;CONSTITUCIÓN;2000000;MAIPU;13
9751;76286946-2;Importación,distribución,instalación,y reparación de insumos electricos, electronicos, iluminaria led, energia solar y eolica limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;VALPARAISO;5;SRL;CONSTITUCIÓN;5000000;VALPARAISO;5
713;76286852-0;CONECTIVIDAD Y  COMUNICACIONES  LIMITADA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;VALPARAISO;5;SRL;CONSTITUCIÓN;500000;VALPARAISO;5
8160;76286861-K;GALL & AMERICAN SYSTEM TECHNOLOGIES LTDA.;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;PEÑALOLEN;13;SRL;CONSTITUCIÓN;1000000;PEÑALOLEN;13
9487;76286864-4;COMERCIAL JLS LIMITADA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;EL CARMEN;8;SRL;CONSTITUCIÓN;3000000;EL CARMEN;8
9627;76286843-1;Computacion y Redes NetStronger Ltda.;16-05-2013;17-05-2013;17-05-2013;2013;Mayo;MAIPU;13;SRL;CONSTITUCIÓN;1000000;MAIPU;13
9116;76286863-6;Fábrica de Muebles M&O Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;LA GRANJA;13;SRL;CONSTITUCIÓN;6000000;LA GRANJA;13
9411;76286856-3;Mendez , Gutierrez Compañia Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;MAIPU;13;SRL;CONSTITUCIÓN;1000000;MAIPU;13
5769;76286897-0;Servicios Integrales de Informática Codenoga Limitada;14-05-2013;14-05-2013;17-05-2013;2013;Mayo;LOS ANDES;5;SRL;CONSTITUCIÓN;1500000;LOS ANDES;5
157;76286941-1;Grupo Xtasis Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;MAIPU;13;SRL;CONSTITUCIÓN;500000;MAIPU;13
2993;76286899-7;Confecciones Bernarda Castillo Ltda.;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;ISLA DE MAIPO;13;SRL;CONSTITUCIÓN;3000000;ISLA DE MAIPO;13
8627;76286916-0;RA Works Publicidad Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;CERRILLOS;13;SRL;CONSTITUCIÓN;1500000;CERRILLOS;13
7196;76286942-K;Audita Consultores Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;PEÑALOLEN;13;SRL;CONSTITUCIÓN;500000;PEÑALOLEN;13
6187;76286937-3;LUIS VILLANOVA Y COMPAÑIA LIMITADA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;PROVIDENCIA;13;SRL;CONSTITUCIÓN;500000;PROVIDENCIA;13
2612;76286921-7;Wines MB Limitada;14-05-2013;17-05-2013;17-05-2013;2013;Mayo;PROVIDENCIA;13;SRL;CONSTITUCIÓN;50000000;PROVIDENCIA;13
463;76286872-5;aLabs Ingeniería Ltda;15-05-2013;15-05-2013;17-05-2013;2013;Mayo;PROVIDENCIA;13;SRL;CONSTITUCIÓN;1000000;PROVIDENCIA;13
2589;76286884-9;prieto y salazar limitada;16-05-2013;17-05-2013;17-05-2013;2013;Mayo;VIÑA DEL MAR;5;SRL;CONSTITUCIÓN;1500000;VIÑA DEL MAR;5
3903;76286892-K;Ingeniería y Servicios Ltda.;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;ÑUÑOA;13;SRL;CONSTITUCIÓN;67500000;CALAMA;2
6889;76286934-9;Vyhmeister y Quintana Cia Ltda;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;ANTOFAGASTA;2;SRL;CONSTITUCIÓN;100000;ANTOFAGASTA;2
8755;76286931-4;Sociedad de Asesorías Financieras, Contables y Tributarias, De la Puente y Asociados Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;CHILLAN;8;SRL;CONSTITUCIÓN;1000000;CHILLAN;8
7150;76286919-5;Instalaciones y Servicios J&C Ltda;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;TALCAHUANO;8;SRL;CONSTITUCIÓN;4000000;TALCAHUANO;8
9188;76286867-9;comercializadora jak ltda;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;TEMUCO;9;SRL;CONSTITUCIÓN;5000000;TEMUCO;9
6921;76286927-6;Ortiz, Schobitz, Arriagada y Roa Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;PROVIDENCIA;13;SRL;CONSTITUCIÓN;500000;PROVIDENCIA;13
9357;76286891-1;Villarroel&Navarro Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;LA FLORIDA;13;SRL;CONSTITUCIÓN;200000;LA FLORIDA;13
5286;76286914-4;COMERCIALIZADORA CASTILLO Y MORALES LIMITADA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;ANTOFAGASTA;2;SRL;CONSTITUCIÓN;1000000;ANTOFAGASTA;2
7761;76286893-8;Transportes Ovalle Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;ANTOFAGASTA;2;SRL;CONSTITUCIÓN;200000;ANTOFAGASTA;2
9631;76286912-8;Constructora MG Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;TALCAHUANO;8;SRL;CONSTITUCIÓN;5000000;TALCAHUANO;8
9703;76286859-8;Mendoza y Cía. Ltda.;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;MACUL;13;SRL;CONSTITUCIÓN;10000000;MACUL;13
9749;76286895-4;Marcid ltda;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;CALAMA;2;SRL;CONSTITUCIÓN;600000;CALAMA;2
9679;76286925-K;Lillo Calibar e Hijos Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;ANTOFAGASTA;2;SRL;CONSTITUCIÓN;4000000;ANTOFAGASTA;2
9964;76286949-7;RECYKLA LIMITADA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;ANTOFAGASTA;2;SRL;CONSTITUCIÓN;5000000;ANTOFAGASTA;2
9510;76286845-8;Rayuela Agencia de Publicidad y Marketing Ltda.;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;PROVIDENCIA;13;SRL;CONSTITUCIÓN;1200000;PROVIDENCIA;13
6814;76286928-4;SOCIEDAD COBREATACAMA LTDA.;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;TIERRA AMARILLA;3;SRL;CONSTITUCIÓN;2000000;TIERRA AMARILLA;3
6674;76286924-1;Sociedad actividad física y salud Ltda.;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;MACUL;13;SRL;CONSTITUCIÓN;1000000;MACUL;13
6693;76286926-8;sociedad de responsabilidad limitada rent food limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;ANTOFAGASTA;2;SRL;CONSTITUCIÓN;1000000;ANTOFAGASTA;2
6285;76286887-3;Productos Editoriales BYR Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;SAN RAMON;13;SRL;CONSTITUCIÓN;1500000;SAN RAMON;13
6623;76286945-4;Camelia Compañía Limitada;13-05-2013;17-05-2013;17-05-2013;2013;Mayo;PROVIDENCIA;13;SRL;CONSTITUCIÓN;500000;PROVIDENCIA;13
9244;76286935-7;Restaurante Como en Pomaire Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;MELIPILLA;13;SRL;CONSTITUCIÓN;5000000;MELIPILLA;13
9134;76286904-7;M&D LTDA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;TALAGANTE;13;SRL;CONSTITUCIÓN;2000000;TALAGANTE;13
9536;76286857-1;M&M CLIMATIZACION LTDA.;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;ANTOFAGASTA;2;SRL;CONSTITUCIÓN;5000000;ANTOFAGASTA;2
9345;76286868-7;Servicios de Educacion, Transporte de pasajeros y otros Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;LA FLORIDA;13;SRL;CONSTITUCIÓN;18000000;LA FLORIDA;13
9678;76286901-2;Servicios Santander Godoy Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;VALLENAR;3;SRL;CONSTITUCIÓN;500000;VALLENAR;3
7734;76286951-9;Soluciones Tecnológicas Dive Ltda.;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;ANTOFAGASTA;2;SRL;CONSTITUCIÓN;1000000;ANTOFAGASTA;2
8029;76286907-1;Ziggie Ingenieria limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;PEDRO AGUIRRE CERDA;13;SRL;CONSTITUCIÓN;7000000;PEDRO AGUIRRE CERDA;13
7045;76286866-0;GESTION TRIBUTARIA Y FINANCIERA LIMITADA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;PROVIDENCIA;13;SRL;CONSTITUCIÓN;1000000;PROVIDENCIA;13
3630;76286881-4;Compraventa de Insumos Computacionales DIGIMAC Ltda.;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;LONGAVI;7;SRL;CONSTITUCIÓN;1000000;LONGAVI;7
2884;76286878-4;Eduardo Porter y Compañía Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;SAN RAMON;13;SRL;CONSTITUCIÓN;6000000;SAN RAMON;13
5240;76286862-8;Sociedad Comercial y de Gestión Agroinmobiliaria Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;TEMUCO;9;SRL;CONSTITUCIÓN;18830000;TEMUCO;9
2867;76286906-3;ProducMarquez Ltda.;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;CERRO NAVIA;13;SRL;CONSTITUCIÓN;200000;CERRO NAVIA;13
1397;76286909-8;CB&C LTDA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;TEMUCO;9;SRL;CONSTITUCIÓN;200000;TEMUCO;9
8708;76286938-1;FIGUEROA Y AGUILERA LTDA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;SAN BERNARDO;13;SRL;CONSTITUCIÓN;800000;SAN BERNARDO;13
8942;76286913-6;ASESORIAS DPYMES LIMITADA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;RECOLETA;13;SRL;CONSTITUCIÓN;3000000;RECOLETA;13
7153;76286888-1;TRANSPORTES GUTIERREZ & SUAZO LIMITADA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;SAN BERNARDO;13;SRL;CONSTITUCIÓN;20000000;SAN BERNARDO;13
9607;76286842-3;M&F PUBLICIDAD LIMITADA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;SAN BERNARDO;13;SRL;CONSTITUCIÓN;1250000;SAN BERNARDO;13
9705;76286908-K;GASTRONOMIA Y EVENTOS LOCO TITO LIMITADA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;PUDAHUEL;13;SRL;CONSTITUCIÓN;2000000;PUDAHUEL;13
968;76286846-6;Mi Espacionet Telecomunicaciones Ltda;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;PUENTE ALTO;13;SRL;CONSTITUCIÓN;1800000;PUENTE ALTO;13
9769;76286885-7;SOCIEDAD  DE TRANSPORTES   REYES  BURGOS LIMITADA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;PUENTE ALTO;13;SRL;CONSTITUCIÓN;2000000;PUENTE ALTO;13
9361;76286869-5;Praga inversiones limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;CONCHALI;13;SRL;CONSTITUCIÓN;10000000;CONCHALI;13
9765;76286932-2;Top Ventas Online Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;RECOLETA;13;SRL;CONSTITUCIÓN;2000000;RECOLETA;13
9582;76286948-9;CBR ADMINISTRACION DE OFICIOS REGISTRALES LIMITADA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;PUCON;9;SRL;CONSTITUCIÓN;1000000;PUCON;9
9699;76286841-5;EMPRESA DE SEGURIDAD Y SERVICIOS CR2 LTDA.;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;PUNTA ARENAS;12;SRL;CONSTITUCIÓN;5000000;PUNTA ARENAS;12
9576;76286943-8;TURISMO Y HOTELERIA ULAYIN-KUREF LIMITADA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;PUCON;9;SRL;CONSTITUCIÓN;1000000;PUCON;9
9444;76286923-3;Constructora y Vibrados Silva Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;SAN JAVIER;7;SRL;CONSTITUCIÓN;2000000;SAN JAVIER;7
6969;76286879-2;Sociedad contratista en obras menores y comercializadora Salme 6 Ltda;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;HUALPEN;8;SRL;CONSTITUCIÓN;500000;HUALPEN;8
6383;76286851-2;Sergio Leyton y Patricio Bahamondes Transportes Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;PUERTO MONTT;10;SRL;CONSTITUCIÓN;3000000;PUERTO MONTT;10
6150;76286853-9;Sociedad Fischer y Aravena Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;PUERTO VARAS;10;SRL;CONSTITUCIÓN;4000000;PUERTO VARAS;10
5619;76286873-3;EMPRESA DE SEGURIDAD Y SERVICIOS CR2 LTDA.;16-05-2013;16-05-2013;17-05-2013;2013;Mayo;PUNTA ARENAS;12;SRL;CONSTITUCIÓN;5000000;PUNTA ARENAS;12
6801;76286896-2;S&H DEPORTES LIMITADA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;EL TABO;5;SRL;CONSTITUCIÓN;5000000;EL TABO;5
6635;76286854-7;SOCIEDAD CONSTRUCTORA NAVARRO HERMANOS LTDA.;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;PUERTO MONTT;10;SRL;CONSTITUCIÓN;10000000;PUERTO MONTT;10
2960;76286865-2;INMOBILIARIA Y CONSTRUCTORA ALMA LIMITADA;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;CALERA DE TANGO;13;SRL;CONSTITUCIÓN;30000000;CALERA DE TANGO;13
9129;76286875-K;Ingeniería y Construcción ROALVI Limitada;16-05-2013;16-05-2013;17-05-2013;2013;Mayo;RECOLETA;13;SRL;CONSTITUCIÓN;6000000;RECOLETA;13
8994;76286858-K;Tecnichile Limitada;17-05-2013;17-05-2013;17-05-2013;2013;Mayo;PUERTO MONTT;10;SRL;CONSTITUCIÓN;100000;PUERTO MONTT;10
2221;76286953-5;Inversiones Ellwanger y Compañia Limitada;18-05-2013;18-05-2013;18-05-2013;2013;Mayo;PUERTO VARAS;10;SRL;CONSTITUCIÓN;1000000;PUERTO VARAS;10
10372;76286956-K;Cuadra Servicios De Cocina Limitada;18-05-2013;18-05-2013;18-05-2013;2013;Mayo;LAS CONDES;13;SRL;CONSTITUCIÓN;500000;LAS CONDES;13
3487;76286955-1;Execis Tecnologia Limitada;18-05-2013;18-05-2013;18-05-2013;2013;Mayo;SANTIAGO;13;SRL;CONSTITUCIÓN;500000;SANTIAGO;13
6899;76286954-3;Alimentación Orgánica Limitada;17-05-2013;18-05-2013;18-05-2013;2013;Mayo;ÑUÑOA;13;SRL;CONSTITUCIÓN;1000000;ÑUÑOA;13
10133;76286957-8;Inversiones Geek Games Limitada;18-05-2013;18-05-2013;19-05-2013;2013;Mayo;LAS CONDES;13;SRL;CONSTITUCIÓN;1000000;LAS CONDES;13
4667;76286958-6;Construcciones y Estudios Dakar Limitada;19-05-2013;19-05-2013;19-05-2013;2013;Mayo;ARICA;15;SRL;CONSTITUCIÓN;2000000;ARICA;15
10456;76287014-2;COMERCIAL ESCOBAR HNOS Ltda;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;TIL-TIL;13;SRL;CONSTITUCIÓN;100000;TIL-TIL;13
10288;76287068-1;AA MANTENIMIENTO Y SERVICIOS GENERALES LIMITADA;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;SANTIAGO;13;SRL;CONSTITUCIÓN;500000;SANTIAGO;13
9905;76286984-5;TRANSPORTES TSD LIMITADA;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;LO PRADO;13;SRL;CONSTITUCIÓN;2000000;LO PRADO;13
9220;76287018-5;Pinochet Labbé y Compañia Ltda.;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;LAS CONDES;13;SRL;CONSTITUCIÓN;10000000;LAS CONDES;13
10443;76287036-3;COMUNICACIÓN + MEDIOS - LTDA.;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;SANTIAGO;13;SRL;CONSTITUCIÓN;150000;SANTIAGO;13
10141;76287006-1;Chile Stop Travel Ltda.;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;SANTIAGO;13;SRL;CONSTITUCIÓN;1000000;SANTIAGO;13
6696;76287034-7;Maritza De Guadalupè Rojas Huerta ltda;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;SIERRA GORDA;2;SRL;CONSTITUCIÓN;2000000;SIERRA GORDA;2
3867;76287009-6;CRV MAQUINARIAS Y EQUIPOS SOCIEDAD LIMITADA;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;ÑUÑOA;13;SRL;CONSTITUCIÓN;1200000;ÑUÑOA;13
3770;76286975-6;Fit Work limitada;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;LAS CONDES;13;SRL;CONSTITUCIÓN;100000;LAS CONDES;13
281;76286997-7;FA Energy Services Ltda.;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;ÑUÑOA;13;SRL;CONSTITUCIÓN;1000000;ÑUÑOA;13
1800;76286965-9;Sociedad Chandia Climatizacion Ltda;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;LAMPA;13;SRL;CONSTITUCIÓN;2000000;LAMPA;13
7550;76287033-9;Go Make Limitada;17-05-2013;20-05-2013;20-05-2013;2013;Mayo;SANTIAGO;13;SRL;CONSTITUCIÓN;30000000;SANTIAGO;13
2242;76287077-0;Perfumería Dukhi Limitada;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;IQUIQUE;1;SRL;CONSTITUCIÓN;250000;IQUIQUE;1
7218;76287041-K;OISE. Ingeniería, mantención y montajes LIMITADA;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;CURANILAHUE;8;SRL;CONSTITUCIÓN;6000000;CURANILAHUE;8
1622;76287053-3;ZALDAINENA Y COMPAÑÍA LIMITADA;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;LAS CONDES;13;SRL;CONSTITUCIÓN;1500000;LAS CONDES;13
3217;76286971-3;CONVE LTDA.;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;SANTIAGO;13;SRL;CONSTITUCIÓN;5000000;SANTIAGO;13
10495;76287005-3;INVERSIONES KAMI LIMITADA;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;SANTIAGO;13;SRL;CONSTITUCIÓN;1000000;SANTIAGO;13
1448;76287048-7;Chavez, Olivos, Rubilar y Compañia Limitada;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;PELLUHUE;7;SRL;CONSTITUCIÓN;14000000;PELLUHUE;7
6216;76287071-1;ARQUITECTURA Y CONSTRUCCION ARQUIURBANA LTDA;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;LAS CONDES;13;SRL;CONSTITUCIÓN;2000000;LAS CONDES;13
6124;76286995-0;Publicidad y Diseños Feel Limitada;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;LA CISTERNA;13;SRL;CONSTITUCIÓN;1500000;LA CISTERNA;13
401;76287022-3;C & V Limitada;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;SANTIAGO;13;SRL;CONSTITUCIÓN;1000000;SANTIAGO;13
9567;76287045-2;Importadora y Comercializadora Bellas & Guapas Limitada;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;SANTIAGO;13;SRL;CONSTITUCIÓN;3000000;SANTIAGO;13
10600;76287029-0;SOCIEDAD COMERCIAL E IMPORTADORA 12 PULGADAS LIMITADA;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;SANTIAGO;13;SRL;CONSTITUCIÓN;1000000;SANTIAGO;13
10707;76287042-8;DESARROLLO DE APLICACIONES BEENARY LIMITADA;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;LAS CONDES;13;SRL;CONSTITUCIÓN;2400000;LAS CONDES;13
9509;76286977-2;Fernandez & Iturrieta Auditores Consultores Limitada;17-05-2013;20-05-2013;20-05-2013;2013;Mayo;SANTIAGO;13;SRL;CONSTITUCIÓN;1000000;SANTIAGO;13
10764;76287026-6;Tecnoboost Limitada;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;ÑUÑOA;13;SRL;CONSTITUCIÓN;2000000;ÑUÑOA;13
10574;76286961-6;Wolff Ltda;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;ÑUÑOA;13;SRL;CONSTITUCIÓN;5000000;ÑUÑOA;13
8956;76287019-3;Importadora y Exportadora Maria Limitada;17-05-2013;20-05-2013;20-05-2013;2013;Mayo;LAS CONDES;13;SRL;CONSTITUCIÓN;2000000;LAS CONDES;13
10766;76287052-5;PROPIEDADES GLASSMAN LTDA.;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;LAS CONDES;13;SRL;CONSTITUCIÓN;4000000;LAS CONDES;13
10666;76287039-8;PRODUCTORA UNIVERSO CHILE LIMITADA;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;LAS CONDES;13;SRL;CONSTITUCIÓN;2000000;LAS CONDES;13
10289;76287035-5;Asesorias Digitales Soto Serdio Limitada;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;SANTIAGO;13;SRL;CONSTITUCIÓN;2000000;SANTIAGO;13
9925;76287027-4;Asesorías Estrategia Judicial Limitada;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;SANTIAGO;13;SRL;CONSTITUCIÓN;200000;SANTIAGO;13
10176;76287021-5;Sociedad Nuñez Alvarez Limitada;18-05-2013;18-05-2013;20-05-2013;2013;Mayo;LAS CONDES;13;SRL;CONSTITUCIÓN;2000000;LAS CONDES;13
7630;76286993-4;Diseño & confecciones Anunnaki Limitada;20-05-2013;20-05-2013;20-05-2013;2013;Mayo;SANTIAGO;13;SRL;CONSTITUCIÓN;1000000;SANTIAGO;13
